id,tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Kalimat_Alay,Kalimat_Abusive,Total_KA,Total_A,total_char,total_word,lebel,Type,apakah_ada_kata_enak
54969,"kata orang nyasar itu rugi banget, tapi aku gak ngerasa rugi karena cintaku sudah nyasar kehati kamu'",0,0,0,0,0,0,0,0,0,0,0,0,"nyasar,gak,ngerasa,nyasar,kehati",,0,28,101,17,17,Alay,0
54970,terkadang mending terlihat seperti bajingan dan bangsat sekalian daripada yg terlihat kalem dan alim tapi tau tau bikin malu orang tua...',0,1,0,0,0,0,0,0,0,0,0,0,yg,"bajingan,bangsat",15,2,138,21,21,Anoying,0
54971,user user berani bubarkan kpk?? akan berhadapan dengan rakyat kau anjing,1,1,1,0,0,0,0,0,1,1,0,0,"user,user,kau",anjing,6,11,72,11,11,Anoying,0
54972,"woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa url",1,1,0,1,0,0,0,0,1,0,1,0,"sebekum,url",kampret,7,10,133,19,19,Anoying,0
54973,buat apa nyerang pemerintah jokowi yg bentar lagi berhenti berkuasa?lengserkan di pemilihan presiden mendatang.,1,0,1,0,0,0,0,0,1,0,0,1,"nyerang,yg",,0,9,111,14,14,Alay,0
54974,rt user: user truss lantas jokowi yg kamu tuduh melakukannya?? kalau benar itu tuduhannmu??..sungguh akal dan akhlak mu sebaga\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0,"user,truss,yg",,0,11,139,19,19,Alay,0
54975,user ya lu bacot bngst',1,1,1,0,0,0,0,0,1,1,0,0,"user,lu",bacot,5,6,23,5,5,Anoying,0
54976,antropologi fisik:; 1. paleo anthropology; 2. somatologi; antropologi budaya:; 1. arkeologi; 2. etnolinguistik; 3. etnologi; 4. antropologi sosial,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,146,18,18,Netral,0
54977,user user bodo amat akun capek',0,1,0,0,0,0,0,0,0,0,0,0,"user,user,bodo",,0,12,31,6,6,Alay,0
54978,hestek tandingan dr #persibtakutmaindijakarta nggak nyambung dg fakta yg beredar .\n#vikinganjing\n#perssib\n#perslib\n#ligaindonesiabandung\n#botolkosong nyaring bunyinya macam congor mereka \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x9d\xf0\x9f\x98\x,1,1,0,1,0,0,0,0,1,0,1,0,"hestek,dr,nggak,nyambung,dg,yg",congor,6,25,254,17,17,Anoying,0
54979,"pengantar presiden joko widodo pada rapat terbatas tentang percepatan pelaksanaan berusaha (online single submission/oss), 18 april 2018, di istana kepresidenan bogor, jawa barat;",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,179,23,23,Netral,0
54980,"user \xe2\xa0\x80\n\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80 \xe3\x80\x8c saya! saya! yang dulu bisu, kini sudah bisa bagi cuap-cuap! \xe3\x80\x8d'",0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,154,14,14,Alay,1
54981,user hanya membaca dn tai aja',0,1,0,0,0,0,0,0,0,0,0,0,"user,dn",tai,3,6,30,6,6,Anoying,0
54982,ombudsman ri: setiap hari ada dua pesawat antar tka tiongkok ke indonesia,0,0,0,0,0,0,0,0,0,0,0,0,tka,,0,3,73,12,12,Alay,0
54983,user user user user user user user hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng.\nrupanya....\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,user,user,user,user,tu,dlm",kampret,7,33,126,17,17,Anoying,0
54984,"""insyaallah bulan depan akan kita coba mulai tanggal 24 mei. nanti akan kita lihat apakah ada hal-hal yang perlu diperbaiki. airport kertajati bisa menampung kurang lebih 5,6 juta penumpang merupakanâ airport terbesar setelah soekarno-hatta,â?? ujar presiden.",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,259,36,36,Netral,0
54985,"meski tak berambisi, jokowi siap nyapres jika didukung ulama",0,0,0,0,0,0,0,0,0,0,0,0,nyapres,,0,7,60,9,9,Alay,0
54986,seksyen 2 mega #utusan malaysia 11april; #lebihdaripadapolitik; beli #utusanmalaysia atau langgan #islam #muslim #alquran #keluarga #wanita #kesihatan #hiburan #artis #budaya #sains #teknologi #alamsekitar #alumni #kampus #universiti #wira #tentera #polis,0,0,0,0,0,0,0,0,0,0,0,0,seksyen,,0,7,255,29,29,Alay,0
54987,"user saya tiba2 langsung stroke, wekekkeke ini mah cuma orang picek aja yg gak tau'",1,1,1,0,0,0,1,0,0,1,0,0,"user,tiba2,wekekkeke,mah,picek,aja,yg,gak",picek,5,34,83,15,15,Anoying,1
54988,lihatlah rakyat &amp; nkri ini mending mundur aja pak jokowi url,1,0,1,0,0,0,0,0,1,1,0,0,"nkri,aja,url",,0,10,64,11,11,Alay,0
54989,"15. terimakasih, selamat jalan, ila jiwari robbihimul a`la jalla wa `alaa, ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia, bahaya, bahaya, dawuh beliau, dawuh2 yg kadang memberi kita pelajaran sangat berharga, lahul fatihah... ð??¥ð??¥ð??¥",0,0,0,0,0,0,0,0,0,0,0,0,"dawuh,dawuh2,yg",,0,13,261,37,37,Alay,0
54990,user kemaren beli babi namanya fadil',0,1,0,0,0,0,0,0,0,0,0,0,"user,kemaren",babi,4,11,37,6,6,Anoying,0
54991,"user dapet lah, stiap perbuatan kita, baik/buruk pst dapet balasan yg stimpal, kalo di hindu, balasannya bisa di kehidupan skrng atau di kehidupan yg akan datang'",0,0,0,0,0,0,0,0,0,0,0,0,"user,dapet,stiap,pst,dapet,yg,kalo,skrng,yg",,0,35,162,26,26,Alay,0
54992,"user elu,omong apa culun??'",1,1,1,0,0,0,0,0,1,1,0,0,user,,0,4,27,4,4,Alay,0
54993,user mampus',1,1,1,0,0,0,0,0,1,1,0,0,user,,0,4,12,2,2,Alay,0
54994,rt user: ngentot yukkk',0,1,0,0,0,0,0,0,0,0,0,0,,ngentot,7,0,23,4,4,Abusive,0
54995,"tka china sdh berani melecehkan bendera merah putih...; ; apakah kita akan diam saja..!!; ; semakin tka china banyak yg datang, semakin mrk arogan krn merasa kuat..; ; apalagi didukung oleh rezim penguasa, dg kemudahan tka china masuk ke nkri.; ; mau dijaj",1,0,0,1,0,1,0,0,0,0,1,0,"tka,china,sdh,tka,china,yg,mrk,krn,dg,tka,china,dijaj",rezim,5,42,256,43,43,Anoying,0
54996,ketika ulama dan umara bersatu | nu online,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,42,8,8,Netral,0
54997,pidex yg suka bash penipu lelang acc masih hidup? yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps :v mending lu jilat telapak kaki gue aja dex',0,1,0,0,0,0,0,0,0,0,0,0,"pidex,yg,kek,yg,lu,aja",jijik,5,17,169,32,32,Anoying,0
54998,rt user user badminton putri indonesia kok kalah sama jepang n cina ...mereka bermain lepas tidak gampang menyerah komunis seenaknya di sini,1,0,0,1,0,1,0,0,0,0,1,0,"user,user,n",komunis,7,9,140,22,22,Anoying,0
54999,user user sejak lo dm pake capslock terus bilang gua cocot wkwk',0,1,0,0,0,0,0,0,0,0,0,0,"user,user,lo,dm,pake,gua",cocot,5,19,64,12,12,Anoying,0
55000,mau cerita. laki2 emang brengsek ya. dasar cupu',1,1,0,1,0,0,0,0,1,0,1,0,"laki2,emang,brengsek",,0,18,48,8,8,Alay,0
55001,"jika mengaku saya pancasila dan saya indonesia, maka taatilah uu di indonesia!\n\nsesuai keppres no. 6/2000 dan sk menag nomor ma/12/2006, agama yg diakui di nkri : islam, kristen protestan, katolik, hindu, buddha dan kong hu cu.\n\ndiluar itu, agamanya",0,0,0,0,0,0,0,0,0,0,0,0,"uu,keppres,sk,menag,yg,nkri",,0,22,253,38,38,Alay,1
55002,"user user itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya loh.. untuk rakyatnya... ada wakil ketua dpr kita yg kerjaanya nyinyir dan nyinyir aja ke pemerintah, bukan kritik tapi nyela.. coba dpr tugasnya apa? 3 t",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,dpr,yg,kerjaanya,aja,dpr",,0,28,237,39,39,Alay,0
55003,user user kalau saja beliau ini projo pasti dapat gelar kristen nusantara\xf0\x9f\x98\x80',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,projo",,0,13,90,12,12,Alay,0
55004,"pt20langgarkonstitusi rezim otoriter ini gk habis-habis tabrak-tubruk uu, kali ini undang-undang dasar pun mau dijebol..mk waktunya lengserkan jokowi",1,0,1,0,0,0,0,0,1,0,0,1,"pt20langgarkonstitusi,gk",rezim,5,23,149,18,18,Anoying,0
55005,"user user itu kerjaan cornelis, tionghoa yg stress gila'",1,1,0,1,0,1,1,0,0,0,1,0,"user,user,kerjaan,yg,stress",,0,23,56,9,9,Alay,0
55006,user modal cebong cuma copas. bukti kapasitas otak minimalis...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,user,cebong,6,4,112,9,9,Anoying,0
55007,user user user makasih aku memang unik ga kaya armeries udik',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,user,makasih,ga,kaya",,0,25,61,11,11,Alay,0
55008,pekerja seni komersial kalo ngomong memang cuma copas. isi kepalanya ya cuma eksis sama kontrak baru.. capee \xf0\x9f\x99\x84\xf0\x9f\x99\x84 #psk url,0,0,0,0,0,0,0,0,0,0,0,0,"kalo,ngomong,capee,url",,0,19,150,20,20,Alay,0
55009,"lengserkan jokowi! ""user: rejim anti subsidi adalah rejim anti kerakyatan. user user """,1,0,1,0,0,0,0,0,1,0,0,1,"user,user","rejim,rejim",10,8,86,13,13,Anoying,0
55010,user nyamber juga dong...\n\nkulit leher kering kurang vit c..cupang\n\nkulit bokong kering kurang vit c..cebok\n\nhidup kurang bahagia kurang vit c..cewek/cowok',0,1,0,0,0,0,0,0,0,0,0,0,"user,nyamber",bokong,6,11,162,19,19,Anoying,0
55011,"user user boleh tanya, deny ini muslim atau kristen ya?'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user",,0,8,56,10,10,Alay,0
55012,babi haram babu halal hanya ulah muhammad bejad mencatut nama tuhan,1,1,0,1,1,0,0,0,0,0,1,0,bejad,babi,4,5,67,11,11,Anoying,0
55013,rt user: calon partai gurem yang kurang garem url,1,0,0,1,0,0,0,0,1,0,1,0,"garem,url",,0,8,49,9,9,Alay,0
55014,4. apa saja tulisan yang telah dibuat? user #kuchat,0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,51,9,9,Alay,0
55015,eh kunyuk url,0,0,0,0,0,0,0,0,0,0,0,0,url,kunyuk,6,3,13,3,3,Anoying,0
55016,user rezim penguasa yg jd korban pers rezim sby,1,0,1,0,0,0,0,0,1,1,0,0,"user,yg,jd,sby","rezim,rezim",10,11,47,9,9,Anoying,0
55017,"user sepegetahuan gua ya. soekarno itu sebagian pernikahan itu untuk politik, untuk indonesia juga.; ; lagi pula bagi gua gak aneh, seorang presiden hebat kayak beliau disukain banyak cwe,",0,0,0,0,0,0,0,0,0,0,0,0,"user,gua,gua,gak,disukain",,0,21,188,29,29,Alay,0
55018,user selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,"user,yg,pemain2",burik,5,13,97,13,13,Anoying,0
55019,"rt user: jadi, setiap lewat tengah malam. jiwa sama raga nya ririn itu terpisah, jiwa nya ada di tempat gelap, sempit dan sepi. se\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,143,24,24,Netral,0
55020,user kebalik opp:) eunbi ga rela disamain sma bom',0,0,0,0,0,0,0,0,0,0,0,0,"user,ga,disamain,sma",,0,17,50,9,9,Alay,0
55021,"kalo ingat kata"" ini lucu hhhaa --&gt; yang budek kurasa org yg pnya hape itu hhhhaaaaa hapenya bolak balik bunyi ga diangkat. oalah oalah!'",0,0,0,0,0,0,0,0,0,0,0,0,"kalo,kurasa,org,yg,pnya,hape,hapenya,ga,oalah",budek,5,37,140,24,24,Anoying,0
55022,merantaulah kau akan dapatkan pengganti dari kerabat dan kawan imam syafii,0,0,0,0,0,0,0,0,0,0,0,0,kau,,0,3,74,11,11,Alay,0
55023,"- lipstick di sapu tangan bora.\n\ndan diriku dalam hati, ""mampus malu luh. makan tuh cipokan.""'",1,1,1,0,0,0,0,1,0,1,0,0,tuh,,0,3,96,15,15,Alay,0
55024,.; h. imam munandar (gubernur riau periode 1980-1985 dan 1985-1990) memperoleh gelar datuk sriâ?¦,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,97,14,14,Netral,0
55025,"rt user: user jawab aja\n\nkak lo org nya asik\ntp sayang omongannya kaya org goblok,jd bikin ilfeel\nmaaf ya\ngausah kebanyakan ng\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0,"user,lo,org,kaya,org",,0,16,144,19,19,Alay,1
55026,user user makin sarap nih si jul... bntr lagi sirosis dia.',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,si,bntr",sarap,5,14,59,11,11,Anoying,0
55027,user body bagus enak.ngentot lobang pantatmu say',0,1,0,0,0,0,0,0,0,0,0,0,user,,0,4,49,7,7,Alay,0
55028,"user habis baca ini aku takut karena aku merasa 'insecure attachment' both ambivient dan disorganized ada dalam diri aku. jadi aku cacat ya? aku harus gimana untuk memperbaiki itu ka phoerange? bagaimana ka user menghadapi itu semua?""",0,0,0,0,0,0,0,0,0,0,0,0,"user,ambivient,gimana,ka,ka,user",cacat,5,27,234,37,37,Anoying,0
55029,"sebagai negara maju, ternyata segini gaji presiden as dan pegawai pemerintahannya",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,81,11,11,Netral,0
55030,"1 oktober hari kesaktian pancasila, tapi pancasila sekarang diversikan ke arah komunis rezim diktator yg anti islam,",1,0,0,1,1,1,0,0,0,0,1,0,yg,"komunis,rezim",12,2,116,17,17,Anoying,0
55031,#faktafreeport pemerintahan soeharto yang menggantikan rezim soekarno pun menerima freeport dengan tangan terbuka. #ayoindonesia #indonesiakuasaifreeport #freeport',0,0,0,0,0,0,0,0,0,0,0,0,,rezim,5,0,164,16,16,Abusive,0
55032,"user user user user user si rosa ini kok mukanya tugu peringatan kenapa nggak batu nissan.. yg gentle dong, nggak apa2 juga kaum cebong'",1,1,1,0,0,0,1,0,0,1,0,0,"user,user,user,user,user,si,nggak,yg,nggak,apa2",,0,38,136,24,24,Alay,0
55033,kerjaan suharto dan sby pastik korupsi. tangkap lahh url,1,0,1,0,0,0,0,0,1,1,0,0,"kerjaan,suharto,sby,pastik,lahh,url",,0,30,56,9,9,Alay,0
55034,"user user #tokohperubahan adalah mereka yang telah memberikan kontribusi nyata berkelanjutan untuk memajukan suatu masyarakat dlm berbagai bidang; ekonomi, budaya, kesehatan, dsb serta mengajak masyarakat bersinergi untuk lebih ber",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,dlm,dsb",,0,14,231,29,29,Alay,0
55035,user islam nusantara itu terbukti gagal merubah yahudi israel untuk menjadi rahmah.',0,0,0,0,0,0,0,0,0,0,0,0,"user,merubah",,0,11,84,12,12,Alay,0
55036,rt user user user user user user setujuuuu banget jokowi mundur uda bosen ngeliatnye,1,0,1,0,0,0,0,0,1,1,0,0,"user,user,user,user,user,user,uda,bosen,ngeliatnye",,0,42,84,14,14,Alay,0
55037,user onta ya beginilah.. kaga punya otak kaga bisa mikir..picik..',1,1,1,0,0,0,0,0,1,1,0,0,"user,kaga,kaga",onta,4,12,66,10,10,Anoying,0
55038,#matanajwadebatjakarta lucu banget jawaban ahok.. gak nyambung. ditanya apa di jawab apa. kena skak mat d pertanyaan isu agama tdi. dasar cina tolol hahaha,1,1,1,0,0,1,0,0,0,1,0,0,"gak,skak,d,hahaha",tolol,5,14,155,24,24,Anoying,0
55039,"user isnus baru netes dari telor kodok sejak si said agil jd kolektor cebong, bang..\ndan dia cm idup dr sari2 comberan yg hasil buangan, makanya dia sll koar2 ttg isnus.. \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,0,1,1,0,0,0,0,0,1,0,"user,isnus,netes,telor,si,jd,cm,idup,dr,sari2,yg,sll,koar2,ttg",,0,49,205,31,31,Alay,0
55040,user ko malah jadi ngebagus2in negara yg katanya kapir tat??.. jangan2 ustad mo hijrah k thailand ya',1,1,1,0,1,0,0,0,0,1,0,0,"user,ko,ngebagus2in,yg,kapir,jangan2,mo",,0,33,101,17,17,Alay,0
55041,"jadi kitab suci itu fiksi bukan?; ; - kalo dulu org bisa jelas jawab ""bukan"" ato ""fiksi"" dgn tanpa ragu. ; - jaman skr, menjawab itu membuka ""kelompok"" mana sisi politik, agama dan keberpihakan.",0,0,0,0,0,0,0,0,0,0,0,0,"kalo,org,ato,dgn",,0,13,194,34,34,Alay,0
55042,"mereka semua memang tidak bisa menghargai pribumi atau minimal berlaku sopan sebagai tamu,mereka itu sejatinya perampas hak pribumi...; #stoptkachina; #2019gantipresiden",1,0,0,1,0,1,0,0,0,0,1,0,,,0,0,169,20,20,Netral,0
55043,"ayo gelorakan #2019gantipresiden, insya allah kesejahteraan merata. komunis lenyap.",1,0,0,1,0,1,0,0,0,0,1,0,,komunis,7,0,83,9,9,Abusive,0
55044,user semoga pak jokowi dan para ulama selalu sehat. aamiin...,0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,61,10,10,Alay,0
55045,rt user: sebab tu tahun demi tahun semakin kurang peluang pekerjaan untuk rakyat sendiri. warga asing ni semua dah bolot sektor se\xe2\x80\xa6',1,1,0,1,0,0,1,0,0,0,1,0,"tu,ni,dah",asing,5,7,143,22,22,Anoying,0
55046,rihanna ternyata ngga diet\nlah u siapa kampang ngomongin kalori',1,1,1,0,0,0,0,0,1,1,0,0,"ngga,u,ngomongin",kampang,7,14,65,9,9,Anoying,0
55047,"user kao kalah lae, dgn penjual pasar tradisional yg sadar #2019gantipresiden laen kali kao perbanyak makan mie gomak lae.",1,0,1,0,0,0,0,0,1,1,0,0,"user,kao,dgn,yg,laen,kao",,0,19,122,19,19,Alay,0
55048,"user user huhahahhahahaaa\npengusaha kaya raya saja nangis ber darah darah di jaman jokowi ini sangking susahnya jaman dan rezim ini mengelola ekonomi negara yg gak bener!!!\nberas mahal, sembako mahal, daya beli turun, masyarakat bawah bany",1,0,1,0,0,0,0,0,1,1,0,0,"user,user,kaya,nangis,yg,gak,bany",rezim,5,27,241,35,35,Anoying,0
55049,"user user hati2 antek yahudi, liberal, lgbt, syiah ...\n\nislam ya islam, allah swt sudah sempurnakan dan ada dlm al-quran ...\n\nadakah islam lain yg disebutkan dlm al quran ...??'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,hati2,swt,dlm,yg,dlm,quran",antek,5,29,181,28,28,Anoying,0
55050,user ava gw anjing dn gw monyet hadeh',0,1,0,0,0,0,0,0,0,0,0,0,"user,gw,dn,gw","anjing,monyet",12,10,38,8,8,Anoying,0
55051,user - ktt ulama-cendekiawan muslim dunia bahas wasatiyat islam,0,0,0,0,0,0,0,0,0,0,0,0,"user,ktt,wasatiyat",,0,16,63,9,9,Alay,0
55052,warga pemuteran tolak berita hoax dan dukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0,"pemuteran,hoax,pilkada",,0,20,58,9,9,Alay,0
55053,user waktu nya ngewe',0,1,0,0,0,0,0,0,0,0,0,0,user,,0,4,21,4,4,Alay,0
55054,salam sejahtera bagi saudara kristen katolik ku dimana saja .... saya heppy sekali',0,0,0,0,0,0,0,0,0,0,0,0,heppy,,0,5,83,13,13,Alay,1
55055,fifa siasat isu `suara monyet\xe2\x80\x99 aksi perancis-russia\nurl url via sinaronline',0,0,0,0,0,0,0,0,0,0,0,0,"fifa,url",,0,7,88,10,10,Alay,0
55056,"user user padahal semua jaringan hidup ya pasti punya potensi jadi habitat cacinglah. sapi, babi, manusia pun :)))'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user",,0,8,115,18,18,Alay,0
55057,rt user: kata user bantuan ke rohingya adalah pencitraan trus emank bisa penderitaan warga rohingya dibantu pake demo??,1,0,1,0,0,0,0,0,1,1,0,0,"user,trus,emank,pake",,0,17,119,18,18,Alay,0
55058,ahok cari - cari celah untuk serang para saksi dramaahokdikriminalisasi penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1,dramaahokdikriminalisasi,,0,24,87,12,12,Alay,0
55059,ditangkap krn narkoba kaget. kl ditangkp krn ada hub dgn saracen kaget gak? anies sandi,1,0,1,0,0,0,0,0,1,1,0,0,"krn,kl,ditangkp,krn,hub,dgn",,0,22,87,15,15,Alay,0
55060,user mudahan presiden 2019 membawa indonesia diposisi yangbagus kisi dan misix,0,0,0,0,0,0,0,0,0,0,0,0,"user,yangbagus,misix",,0,18,78,11,11,Alay,0
55061,user terkutuk maling2 negara...karma hampiri kalian',1,1,0,1,0,0,0,0,1,0,1,0,"user,maling2",terkutuk,8,11,52,6,6,Anoying,0
55062,"user user asal jangan cuma galak ke akun2 anti rezim, sementara thd akun2 penyebar fitnah &amp; kebencian yg pro rezim belaga ngga liat, itu sih sama aja bo\xe2\x80\x99ong. semoga twitter lebih profesional daripada medsos2 \xe2\x80\x9cyang lain",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,akun2,thd,akun2,yg,ngga,aja,medsos2",rezim,5,37,244,36,36,Anoying,0
55063,kerja tulus diktator jokowi tukang mungkir janji yang meludahi mayat korban genosida thn 1965-1966 dan pembataian lainnya,1,0,1,0,0,0,0,0,1,1,0,0,"thn,pembataian",,0,13,121,17,17,Alay,0
55064,"bantu ekonomi sesama sendiri, fair n square. ð???",0,0,0,0,0,0,0,0,0,0,0,0,n,,0,1,49,8,8,Alay,0
55065,mewoh dampingi gubernur od hadiri acara puncak festival paskah gfg 2018,0,0,0,0,0,0,0,0,0,0,0,0,"mewoh,od",,0,7,71,11,11,Alay,0
55066,ngocok memek enak kali ya..',0,1,0,0,0,0,0,0,0,0,0,0,ngocok,memek,5,6,28,5,5,Anoying,0
55067,user sejak bila hg pki hitam',0,0,0,0,0,0,0,0,0,0,0,0,"user,pki",,0,7,29,6,6,Alay,0
55068,"ini lho mengkritik yg dimaui pak user yaitu kritik tp ngasih solusi spt user .. lha user jg contoh pemimpin yg bener, dikritik malah bilang terimakasih..kalo pemimpin kayak mereka semua, pasti indonesia beres!! user user user @",0,0,0,0,0,0,0,0,0,0,0,0,"lho,yg,dimaui,user,tp,ngasih,spt,user,lha,user,jg,yg,user,user,user",,0,53,227,37,37,Alay,0
55069,user good job mr gubernur dki,0,0,0,0,0,0,0,0,0,0,0,0,"user,dki",,0,7,29,6,6,Alay,0
55070,user gasuka sm org yg playvictim ew najis',1,1,0,1,0,0,0,0,1,0,1,0,"user,gasuka,sm,org,yg,playvictim,ew",,0,29,42,8,8,Alay,0
55071,akankah partai bulan bintang akan semakin menguat posisinya pada pemilu 2019?,0,0,0,0,0,0,0,0,0,0,0,0,pemilu,,0,6,77,11,11,Alay,0
55072,"kakek nenek aku kristen, keduanya jadi mualaf setelah 2 anak dari total 11 anak. 2 anaknya gak ikut pindah islam, menurut mamaku sih mungkin kakek waktu itu pikir biarkan lah dia menemukan islam sendiri, 1 anak yg lahir muslim masuk kristen setelah menik",0,0,0,0,0,0,0,0,0,0,0,0,"gak,yg",,0,5,254,43,43,Alay,0
55073,user kalo gua bakal ngamuk &amp; ga kek begini responnya. edan',0,1,0,0,0,0,0,0,0,0,0,0,"user,kalo,gua,ngamuk,ga,kek",,0,22,63,11,11,Alay,0
55074,user user user sy tidak melanjutkan ini sebb sudah terlihat sekali ucapan yg akan membabi buta.semoga allah memberikan hidayah supaya hatinya terbuka dan menjadi manusia yang beriman serta mengimani allah subhanahu wa ta'ala s,0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,sy,sebb,yg,s",,0,21,226,34,34,Alay,0
55075,rt user: user bener bangettt....jasa dia memang luar biasa utk kemenangan anies - sandi user user,1,0,1,0,0,0,0,0,1,1,0,0,"user,bener,utk,user,user",,0,20,97,16,16,Alay,0
55076,presiden jokowi apresiasi model kerja sama bisnis dalam proyek bijb kertajati,0,0,0,0,0,0,0,0,0,0,0,0,bijb,,0,4,77,11,11,Alay,0
55077,user gara gara yang buat orang kafeer atau yahudi atau gimana. coba aja mereka pake hp apasih emangnya hadeh. ntar lama lama carrefour berubah nama jadi indomaret aja',0,0,0,0,0,0,0,0,0,0,0,0,"user,kafeer,aja,pake,hp,apasih,emangnya,ntar",,0,37,167,28,28,Alay,0
55078,"dgn rasa ikan gurih dgn hrg mrah, bsa didptkn disini lho! knjngi : pmpek plmbng, jln wr supratman senggol budaya, tohpati",0,0,0,0,0,0,0,0,0,0,0,0,"dgn,dgn,hrg,bsa,didptkn,disini,knjngi,pmpek,jln",,0,39,121,21,21,Alay,0
55079,si ahok kampret emang gak becus kerja. pencitraan mlulu tuh si ahok kampret. url,1,1,1,0,0,0,0,0,1,1,0,0,"si,emang,gak,mlulu,tuh,si,url",kampret,7,23,80,14,14,Anoying,0
55080,user user kalau mau jadi katolik aku bisa bantu mz',0,0,0,0,0,0,0,0,0,0,0,0,"user,user",,0,8,51,10,10,Alay,0
55081,"atas dasar itulah, dpr diminta segera rampungkan revisi uu terorisme untuk melindungi segenap bangsa indonesia dari serangan keji teroris. #polemikpemberantasanterorisme'",0,0,0,0,0,0,0,0,0,0,0,0,"dpr,uu",,0,5,170,20,20,Alay,0
55082,"muke lu katrok, tampang & kelakuan sinkron",1,1,1,0,0,0,1,0,0,1,0,0,"muke,lu",,0,6,42,7,7,Alay,0
55083,user gua setan dongggg',0,1,0,0,0,0,0,0,0,0,0,0,"user,gua",setan,5,7,23,4,4,Anoying,0
55084,"suka suka gwelah mau nulis halu kek. gila kek. sarap kek. sedeng kek. delusi kek. yang penting gue bukan anak rp, ga malu maluin image idol.'",0,1,0,0,0,0,0,0,0,0,0,0,"gwelah,nulis,ga,maluin,image","gila,sarap",9,24,141,26,26,Anoying,0
55085,"saat beli tiket, mungkin kamu akan menemukan seorang tionghoa 40an tahun atau mbak mbak gemuk yg suka nyerobot antrian..'",0,0,0,0,0,0,0,0,0,0,0,0,"40an,yg,nyerobot",,0,14,121,19,19,Alay,0
